word	part_of_speech	major	minor
극소수	명사	개념	수
극심하다	형용사	개념	정도
극장	명사	문화	문화생활 장소
극히	부사	개념	정도
근02	관형사	개념	시간
근교	명사	개념	지역
근대	명사	개념	시간
근데	부사	개념	접속
근데	부사	개념	접속
근데	부사	개념	접속
근래	명사	개념	시간
근력	명사	인간	체력 상태
근로자	명사	경제생활	경제 행위 주체
근본적01∙근본적02	관형사∙명사	교육	학문 행위
근사하다	형용사	개념	모양
근심	명사	인간	감정
근육	명사	인간	신체 부위
근처	명사	개념	위치 및 방향
글	명사	사회생활	언어 행위
글씨	명사	사회생활	소통 수단
글자	명사	사회생활	소통 수단
긁다	동사	인간	신체 행위
금01	명사	개념	모양
금02	명사	개념	시간
금03	명사	자연	자원
금년	명사	개념	시간
금리	명사	경제생활	경제 수단
금방	부사	개념	시간
금방	부사	개념	시간
금방	부사	개념	시간
금세	부사	개념	시간
금시초문	명사	인간	인지 행위
금요일	명사	개념	시간
금전	명사	경제생활	경제 수단
급격히	부사	개념	속도
급급하다	형용사	개념	성질
급등	명사	경제생활	경제 상태
급락	명사	경제생활	경제 상태
급변	명사	개념	모양
급상승	명사	경제생활	경제 상태
급성	명사	개념	속도
급속	명사	개념	속도
급속도	명사	개념	속도
급속히	부사	개념	속도
급식	명사	식생활	음식
급여	명사	경제생활	경제 수단
급증	명사	개념	양
급하다	형용사	인간	성격
급하다	형용사	개념	시간
급히	부사	개념	시간
긍정	명사	인간	태도
긍정적01∙긍정적02	관형사∙명사	인간	성격
긍지	명사	인간	능력
기01	명사	인간	능력
-기07	접사	주생활	생활용품
기간02	명사	개념	시간
기관지	명사	인간	신체 내부 구성
기금	명사	경제생활	경제 수단
기기01	명사	주생활	생활용품
기꺼이	부사	인간	태도
기념회	명사	사회생활	사회 행사
기다	동사	인간	신체 행위
기다리다	동사	사회생활	사회 활동
기대감	명사	인간	감정
기도02	명사	종교	종교 행위
기독교	명사	종교	종교 유형
기둥	명사	주생활	주택 구성
기량	명사	인간	능력
기력	명사	인간	능력
기르다	동사	삶	삶의 행위
기르다	동사	삶	삶의 행위
기르다	동사	의생활	미용 행위
기름	명사	식생활	식재료
기름	명사	자연	자원
기름지다	형용사	식생활	맛
기린	명사	동식물	동물류
기막히다	형용사	인간	감정
기만	명사	인간	태도
기말	명사	개념	시간
기발하다	형용사	인간	능력
기부금	명사	경제생활	경제 수단
기분	명사	인간	감정
기뻐하다	동사	인간	감정
기쁘다	형용사	인간	감정
기쁨	명사	인간	감정
기사01	명사	사회생활	직업
기사01	명사	사회생활	직업
기사02	명사	사회생활	매체
기상01	명사	자연	기상 및 기후
기상청	명사	정치와 행정	공공 기관
기색	명사	인간	용모
기세	명사	인간	능력
기숙사	명사	교육	학교 시설
기술자	명사	사회생활	직업
기압	명사	자연	기상 및 기후
기약	명사	사회생활	사회 활동
기어가다	동사	인간	신체 행위
기어오르다	동사	인간	신체 행위
기어이	부사	인간	태도
기어코	부사	인간	태도
기억	명사	인간	인지 행위
기억나다	동사	인간	인지 행위
기억력	명사	인간	인지 행위
기업	명사	사회생활	직장
기업가	명사	경제생활	경제 행위 주체
기온	명사	자연	기상 및 기후
기와집	명사	주생활	건물 종류
기운01	명사	인간	체력 상태
기운01	명사	삶	병과 증상
기웃거리다	동사	인간	신체 행위
기원01	명사	인간	인지 행위
기원전	명사	개념	시간
기원후	명사	개념	시간
기이하다	형용사	개념	모양
기일02	명사	개념	시간
기자	명사	사회생활	직업
기절	명사	삶	병과 증상
기점	명사	개념	위치 및 방향
기증	명사	사회생활	사회 활동
기지개	명사	인간	신체 행위
기질	명사	인간	성격
기차	명사	사회생활	교통수단
기차역	명사	사회생활	교통 이용 장소
기차표	명사	사회생활	교통 이용 행위
기체01	명사	개념	모양
기침	명사	인간	생리 현상
기타02	명사	삶	여가 도구
기특하다	형용사	인간	태도
기품01	명사	인간	용모
기필코	부사	인간	태도
기한	명사	개념	시간
기행문	명사	문화	문학
기호01	명사	사회생활	소통 수단
기회	명사	개념	시간
기후	명사	자연	기상 및 기후
기후	명사	자연	기상 및 기후
긴급	명사	개념	시간
긴밀하다	형용사	사회생활	사회 생활 상태
긴장	명사	인간	감정
긴장감	명사	인간	감정
긴팔	명사	의생활	옷 종류
길01	명사	사회생활	교통 이용 장소
길가	명사	개념	지역
길거리	명사	개념	지역
길다01	동사	인간	신체 변화
길다02	형용사	개념	모양
길들이다	동사	사회생활	사회 활동
길이01	명사	개념	모양
길쭉하다	형용사	개념	모양
김02	명사	식생활	식재료
김밥	명사	식생활	음식
김장	명사	식생활	식사 및 조리 행위
김치	명사	식생활	음식
김치찌개	명사	식생활	음식
깃02	명사	의생활	옷의 부분
깃털	명사	동식물	동물의 부분
깊다	형용사	개념	모양
깊숙이	부사	개념	모양
깊이01	명사	개념	모양
까다롭다	형용사	인간	성격
까만색	명사	개념	색깔
까맣다	형용사	개념	색깔
까먹다	동사	식생활	식사 및 조리 행위
까먹다	동사	인간	인지 행위
까무러치다	동사	삶	병과 증상
까치	명사	동식물	동물류
깎다	동사	식생활	식사 및 조리 행위
깎다	동사	의생활	미용 행위
깎다	동사	경제생활	경제 행위
깔끔하다	형용사	인간	성격
깜깜하다	형용사	개념	밝기
깜박하다	동사	인간	인지 행위
깜짝하다01	동사	인간	신체 행위
깨	명사	식생활	식재료
깨끗하다	형용사	주생활	주거 상태
깨다01	동사	삶	일상 행위
깨닫다	동사	인간	인지 행위
깨닫다	동사	인간	인지 행위
깨물다	동사	인간	신체 행위
깨소금	명사	식생활	식재료
깨우다	동사	삶	일상 행위
깨우치다	동사	인간	인지 행위
꺼내다	동사	인간	신체 행위
꺼리다	동사	인간	태도
꺼림칙하다	형용사	인간	감정
껌	명사	식생활	음식
껍데기	명사	동식물	식물의 부분
-께	접사	개념	시간
껴안다	동사	인간	신체 행위
껴입다	동사	의생활	의복 착용 행위
꼬다	동사	인간	신체 행위
꼬르륵	부사	인간	소리
꼬리	명사	동식물	동물의 부분
꼬마	명사	인간	사람의 종류
꼬집다	동사	인간	신체에 가하는 행위
꼬치꼬치	부사	인간	태도
꼴01	명사	개념	모양
꼼꼼하다	형용사	인간	태도
꼼꼼히	부사	인간	태도
꽃	명사	동식물	식물의 부분
꽃병	명사	주생활	생활용품
꽃샘추위	명사	자연	기상 및 기후
꽃잎	명사	동식물	식물의 부분
꽃집	명사	경제생활	경제 행위 장소
꽤	부사	개념	정도
꾀	명사	인간	인지 행위
꾀하다	동사	인간	인지 행위
꾸다01	동사	삶	일상 행위
꾸다02	동사	경제생활	경제 행위
꾸준하다	형용사	인간	태도
꾸준히	부사	인간	태도
꾸중	명사	사회생활	언어 행위
꾸짖다	동사	사회생활	사회 활동
꾹	부사	개념	모양
-꾼	접사	인간	사람의 종류
꿀	명사	식생활	식재료
꿇다	동사	인간	신체 행위
꿈	명사	삶	일상 행위
꿈	명사	삶	일상 행위
꿈꾸다	동사	삶	일상 행위
꿈틀거리다	동사	동식물	동식물 행위
뀌다	동사	인간	생리 현상
끄다	동사	주생활	가사 행위
끄다	동사	주생활	가사 행위
끄덕이다	동사	인간	신체 행위
끈기	명사	인간	능력
끈질기다	형용사	인간	태도
끊다	동사	사회생활	통신 행위
끌어당기다	동사	인간	신체 행위
끌어안다	동사	인간	신체 행위
끓다	동사	식생활	식사 및 조리 행위
끓이다	동사	식생활	식사 및 조리 행위
끔찍이	부사	인간	감정
끔찍하다	형용사	인간	감정
끝	명사	개념	순서
끼01	명사	개념	세는 말
끼다02	동사	자연	기상 및 기후
끼다03	동사	의생활	의복 착용 행위
끼다03	동사	의생활	의복 착용 행위
끼우다	동사	의생활	의복 착용 행위
끼치다01	동사	인간	생리 현상
나01/나00	대명사/명사	개념	인칭
나그네	명사	인간	사람의 종류
나날	명사	개념	시간
나날이	부사	개념	시간
나누다	동사	사회생활	사회 활동
나누다	동사	사회생활	사회 활동
나누다	동사	사회생활	사회 활동
나누다	동사	사회생활	사회 활동
나누다	동사	사회생활	사회 활동
나들이	명사	삶	여가 활동
나라	명사	개념	지역
나른하다	형용사	인간	감각
나머지	명사	개념	양
나무	명사	동식물	식물류
나무	명사	동식물	식물류
나무라다	동사	사회생활	언어 행위
나물01	명사	식생활	채소
나뭇가지	명사	동식물	식물의 부분
나뭇잎	명사	동식물	식물의 부분
나비03	명사	동식물	곤충류
나약하다	형용사	인간	체력 상태
나오다	동사	인간	신체 행위
나이프	명사	식생활	조리 도구
나중	명사	개념	순서
나지막하다	형용사	개념	모양
나흘	명사	개념	시간
낙관02	명사	인간	감정
낙관02	명사	인간	감정
낙관적01∙낙관적02	관형사∙명사	인간	태도
낙관적01∙낙관적02	관형사∙명사	인간	태도
낙방	명사	교육	교수 학습 행위
낙서	명사	사회생활	소통 수단
낙심	명사	인간	감정
낙엽	명사	동식물	식물의 부분
낙원	명사	종교	종교어
낙제	명사	교육	교수 학습 행위
낙천적01∙낙천적02	관형사∙명사	인간	태도
낙타	명사	동식물	동물류
낚시	명사	삶	여가 활동
낚시터	명사	삶	여가 시설
난간	명사	주생활	주택 구성
난감하다	형용사	인간	감정
난로	명사	주생활	생활용품
난처하다	형용사	인간	태도
난청	명사	삶	병과 증상
난치병	명사	삶	병과 증상
난폭	명사	인간	태도
날01/날02	명사/의존명사	개념	세는 말
날개	명사	동식물	동물의 부분
날개	명사	동식물	동물의 부분
날다	동사	동식물	동식물 행위
날로01	부사	개념	시간
날씨	명사	자연	기상 및 기후
날씬하다	형용사	인간	용모
날아가다	동사	동식물	동식물 행위
날아다니다	동사	동식물	동식물 행위
날아오다	동사	동식물	동식물 행위
날아오르다	동사	동식물	동식물 행위
날짜	명사	개념	시간
날짜	명사	개념	시간
남01	명사	사회생활	인간관계
남02	명사	인간	사람의 종류
남03	명사	개념	위치 및 방향
남극	명사	개념	지역
남기다	동사	개념	양
남김없이	부사	개념	수
남녀	명사	인간	사람의 종류
남녀노소	명사	인간	사람의 종류
남녀평등	명사	사회생활	사회 생활 상태
남다	동사	개념	양
남다르다	형용사	인간	능력
남대문	명사	개념	지역
남동생	명사	삶	친족 관계
남매	명사	삶	친족 관계
남몰래	부사	인간	태도
남미	명사	개념	지역
남부	명사	개념	지역
남북	명사	개념	위치 및 방향
남북	명사	개념	위치 및 방향
남산	명사	개념	지역
남색	명사	개념	색깔
남성	명사	인간	사람의 종류
남아	명사	인간	사람의 종류
남자02	명사	인간	사람의 종류
남짓	의존명사	개념	정도
남쪽	명사	개념	위치 및 방향
남편	명사	삶	친족 관계
남학생	명사	교육	교수 학습 주체
남한01	명사	개념	지역
남향	명사	개념	위치 및 방향
납득	명사	인간	인지 행위
납부	명사	경제생활	경제 행위
납작하다	형용사	개념	모양
납치	명사	정치와 행정	사법 및 치안 행위
낫다01	동사	삶	병과 증상
낫다02	형용사	개념	정도
낭독	명사	사회생활	언어 행위
낭송	명사	사회생활	언어 행위
낭패	명사	삶	삶의 상태
낮	명사	개념	시간
낮다	형용사	개념	모양
낮잠	명사	삶	일상 행위
낯	명사	인간	신체 부위
낯익다	형용사	개념	모양
낱낱이	부사	개념	양
낱말	명사	사회생활	말
